ID,Type,URL,Status,Title,Section,Category.Product,Category.Brand,Body,Teaser,Image,Product.SKU,Product.ListPrice,Product.SellPrice,Product.Saving,Product.Stock.Value,Product.Stock.Message,vid,nid,field_group_value,field_metadata_value,field_closed_height_value,field_open_height_value,field_rungs_treads_value,field_weight_value,field_platform_height_value,field_open_depth_value,field_handrail_included_value,field_platform_size_value,field_folded_depth_value,field_floor_to_floor_height_value,field_tread_depth_value,field_colour_diameter_value,field_max_workload_value,field_overall_width_value,field_extended_length_value,field_approx_working_height_value,field_youtube_tag_value,field_standard_warranty_value,field_shipping_terms_value,field_tread_type_value,field_staircase_type_value,field_next_expected_delivery_value,field_lead_time_value,field_stockitem_value,field_bulky_value,field_search_text_value,field_bundle_deal_nid
11622,Product,Ladders/Garden-Ladders/Henchman-Major-Hi-Step,1,"Henchman Major Hi-Step",Ladders,"Garden Ladders",Henchman,"<p>The Henchman Major Hi-Step Garden Ladder is ideal for cutting hedges up to 13'6"" (4.94m) with a platform height of 8'6"" (3.11m)</p>
<p>Designed from the ground up literally, the Henchman Hi-Step range of garden ladders is the garden ladder of choice by not only professional gardeners but also some of the largest local authorities, universities, companies and garden estates such as the National Trust and Kew in the UK.</p>
<p>Made in Britain to BSEN131 standards, the unique patented Henchman Professional garden ladders range conform to GPSR 2005 and WAHR 2005 (General Product Safety Regulations & Working at Height Regulations respectively).</p>
<p>Henchman garden ladders let you get more done in less time. You can reach without overreaching more from a Henchman platform than you can with regular ladders or step ladders. The splayed feet of a Henchman garden ladder are designed so that even if you lean hard up against the guardrail the Henchman remains in contact with the ground. The platform will not topple.</p>
<p>The level of engineering that goes into a Henchman garden ladder will give you a greater feeling of confidence. Henchman garden ladders work intuitively on sloping and uneven ground found in all gardens. You do not want to be up a ladder or step ladder with dangerous machinery such as chainsaws or hedge cutters and not feel as though you're on a stable work platform.</p>
<p>Our Henchman garden ladders range of garden work platforms offer the best that a garden ladder can buy. The aluminium range is not only lighter but longer lasting as the 3mm high quality aluminium wall  reduces rust.</p>
<p>There are a number of options available including Rear Guard Straps, Trolley Wheels and Extender Height extension legs. Please ask when you place your order.</p>
","<p>The Henchman Major Hi-Step Garden Ladder is ideal for cutting hedges up to 13'6"" (4.94m) with a platform height of 8'6"" (3.11m)</p>
<p>Designed from the ground up literally, the Henchman Hi-Step range of garden ladders is the garden ladder of choice b ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-henchman-major-hi-step-garden-ladder-in-situ.jpg&resizetoWidth=174,1274-101,595.00,581.95,13.05,0,"Out of Stock",11622,11622,"Heavy Duty",NULL,2.43,2.43,NULL,25,2.43,1.77,Double,NULL,NULL,NULL,NULL,NULL,150,1.7,NULL,NULL,NULL,3-Year,NULL,NULL,NULL,NULL,7,N,N,"Henchman Major Hi-Step, Garden Work Deck,  Work Deck, Work Platform",NULL
11623,Product,Ladders/Garden-Ladders/Henchman-Senior-Aluminium-Hi-Step,1,"Henchman Senior Aluminium Hi-Step",Ladders,"Garden Ladders",Henchman,"<p>The Henchman Senior Hi-Step Garden Ladder is ideal for cutting hedges up to 11'6"" (4.21m) with a platform height of 6'6"" (2.38m)</p>
<p>Designed from the ground up literally, the Henchman Hi-Step range of garden ladders is the garden ladder of choice by not only professional gardeners but also some of the largest local authorities, universities, companies and garden estates such as the National Trust and Kew in the UK.</p>
<p>Made in Britain to BSEN131 standards, the unique patented Henchman Professional garden ladders range conform to GPSR 2005 and WAHR 2005 (General Product Safety Regulations & Working at Height Regulations respectively).</p>
<p>Henchman garden ladders let you get more done in less time. You can reach without overreaching more from a Henchman platform than you can with regular ladders or step ladders. The splayed feet of a Henchman garden ladder are designed so that even if you lean hard up against the guardrail the Henchman remains in contact with the ground. The platform will not topple.</p>
<p>The level of engineering that goes into a Henchman garden ladder will give you a greater feeling of confidence. Henchman garden ladders work intuitively on sloping and uneven ground found in all gardens. You do not want to be up a ladder or step ladder with dangerous machinery such as chainsaws or hedge cutters and not feel as though you're on a stable work platform.</p>
<p>Our Henchman garden ladders range of garden work platforms offer the best that a garden ladder can buy. The aluminium range is not only lighter but longer lasting as the 3mm high quality aluminium wall  reduces rust.</p>
<p>There are a number of options available including Rear Guard Straps, Trolley Wheels and Extender Height extension legs. Please ask when you place your order.</p>
","<p>The Henchman Senior Hi-Step Garden Ladder is ideal for cutting hedges up to 11'6"" (4.21m) with a platform height of 6'6"" (2.38m)</p>
<p>Designed from the ground up literally, the Henchman Hi-Step range of garden ladders is the garden ladder of choice  ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-henchman-senior-aluminium-hi-step-garden-ladder-in-situ.jpg&resizetoWidth=174,1274-102,540.00,529.95,10.05,0,"Out of Stock",11623,11623,"Heavy Duty",NULL,1.98,1.98,NULL,22,1.98,1.55,Double,NULL,NULL,NULL,NULL,NULL,150,1.57,NULL,NULL,NULL,3-Year,NULL,NULL,NULL,NULL,7,N,N,"Henchman Senior Aluminium Hi-Step",NULL
11625,Product,Ladders/Garden-Ladders/Henchman-Midi-Aluminium-Hi-Step,1,"Henchman Midi Aluminium Hi-Step",Ladders,"Garden Ladders",Henchman,"<p>The Henchman Midi Hi-Step Garden Ladder is ideal for cutting hedges up to 10'6"" (3.84m) with a platform height of 5'6"" (2.01m)</p>
<p>Designed from the ground up literally, the Henchman Hi-Step range of garden ladders is the garden ladder of choice by not only professional gardeners but also some of the largest local authorities, universities, companies and garden estates such as the National Trust and Kew in the UK.</p>
<p>Made in Britain to BSEN131 standards, the unique patented Henchman Professional garden ladders range conform to GPSR 2005 and WAHR 2005 (General Product Safety Regulations & Working at Height Regulations respectively).</p>
<p>Henchman garden ladders let you get more done in less time. You can reach without overreaching more from a Henchman platform than you can with regular ladders or step ladders. The splayed feet of a Henchman garden ladder are designed so that even if you lean hard up against the guardrail the Henchman remains in contact with the ground. The platform will not topple.</p>
<p>The level of engineering that goes into a Henchman garden ladder will give you a greater feeling of confidence. Henchman garden ladders work intuitively on sloping and uneven ground found in all gardens. You do not want to be up a ladder or step ladder with dangerous machinery such as chainsaws or hedge cutters and not feel as though you're on a stable work platform.</p>
<p>Our Henchman garden ladders range of garden work platforms offer the best that a garden ladder can buy. The aluminium range is not only lighter but longer lasting as the 3mm high quality aluminium wall  reduces rust.</p>
<p>There are a number of options available including Rear Guard Straps, Trolley Wheels and Extender Height extension legs. Please ask when you place your order.</p>
","<p>The Henchman Midi Hi-Step Garden Ladder is ideal for cutting hedges up to 10'6"" (3.84m) with a platform height of 5'6"" (2.01m)</p>
<p>Designed from the ground up literally, the Henchman Hi-Step range of garden ladders is the garden ladder of choice by ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-henchman-midi-aluminium-hi-step-garden-ladder-in-situ.jpg&resizetoWidth=174,1274-104,495.00,485.95,9.05,0,"Out of Stock",11625,11625,"Heavy Duty",NULL,1.52,1.52,NULL,19,1.52,1.42,Double,NULL,NULL,NULL,NULL,NULL,150,1.44,NULL,NULL,NULL,3-Year,NULL,NULL,NULL,NULL,7,N,N,"Henchman Midi Aluminium Hi-Step, Garden Work Deck, Work Deck, Work Platform",NULL
11627,Product,Ladders/Garden-Ladders/Henchman-Junior-Aluminium-Hi-Step,1,"Henchman Junior Aluminium Hi-Step",Ladders,"Garden Ladders",Henchman,"<p>The Henchman Junior Hi-Step Garden Ladder is ideal for cutting hedges up to 9'6"" (3.11m) with a platform height of 4'6"" (1.65m)</p>
<p>Designed from the ground up literally, the Henchman Hi-Step range of garden ladders is the garden ladder of choice by not only professional gardeners but also some of the largest local authorities, universities, companies and garden estates such as the National Trust and Kew in the UK.</p>
<p>Made in Britain to BSEN131 standards, the unique patented Henchman Professional garden ladders range conform to GPSR 2005 and WAHR 2005 (General Product Safety Regulations & Working at Height Regulations respectively).</p>
<p>Henchman garden ladders let you get more done in less time. You can reach without overreaching more from a Henchman platform than you can with regular ladders or step ladders. The splayed feet of a Henchman garden ladder are designed so that even if you lean hard up against the guardrail the Henchman remains in contact with the ground. The platform will not topple.</p>
<p>The level of engineering that goes into a Henchman garden ladder will give you a greater feeling of confidence. Henchman garden ladders work intuitively on sloping and uneven ground found in all gardens. You do not want to be up a ladder or step ladder with dangerous machinery such as chainsaws or hedge cutters and not feel as though you're on a stable work platform.</p>
<p>Our Henchman garden ladders range of garden work platforms offer the best that a garden ladder can buy. The aluminium range is not only lighter but longer lasting as the 3mm high quality aluminium wall  reduces rust.</p>
<p>There are a number of options available including Rear Guard Straps, Trolley Wheels and Extender Height extension legs. Please ask when you place your order.</p>
","<p>The Henchman Junior Hi-Step Garden Ladder is ideal for cutting hedges up to 9'6"" (3.11m) with a platform height of 4'6"" (1.65m)</p>
<p>Designed from the ground up literally, the Henchman Hi-Step range of garden ladders is the garden ladder of choice b ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-henchman-junior-aluminium-hi-step-garden-ladder-in-situ.jpg&resizetoWidth=174,1274-106,440.00,433.95,6.05,0,"Out of Stock",11627,11627,"Heavy Duty",NULL,1.22,1.22,NULL,17,1.22,1.34,Double,NULL,NULL,NULL,NULL,NULL,150,1.34,NULL,NULL,NULL,3-Year,NULL,NULL,NULL,,7,N,N,"Henchman Junior Aluminium Hi-Step, Garden Work Deck, Work Deck, Work Platform",NULL
11630,Product,Ladders/Garden-Ladders/76-Wheeled-Henchman,1,"76 Wheeled Henchman",Ladders,"Garden Ladders",Henchman,"<p>The 76 Wheeled Henchman enables you to work safely and quickly at height in the garden with both hands free, from a level and stable platform on soft, sloping, uneven ground. Ideal for large hedge and tree pruning.</p><ul><li>Platform height: 1.82m</li><li>Quick and easy to adjust height to level platform</li><li>Move your platform along the hedge line quickly & easily</li><li>Enables you to work with both hands free, safely</li><li>Adjust legs to get to desired height easily</li><li>Get up to 6m hedge cutting area along at each positioning</li><li>Folds easily for storage</li><li>3-year warranty</li><li>150kg work load capacity</li></ul>","<p>The 76 Wheeled Henchman enables you to work safely and quickly at height in the garden with both hands free, from a level and stable platform on soft, sloping, uneven ground. Ideal for large hedge and tree pruning.</p><ul><li>Platform height: 1.82m</li ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-wheeled-henchman-76-garden-ladder-in-situ.jpg&resizetoWidth=174,1274-110,975.00,859.95,115.05,0,"Out of Stock",11630,11630,"Heavy Duty",NULL,NULL,NULL,NULL,NULL,1.82,NULL,Double,NULL,NULL,NULL,NULL,NULL,150,0.61,NULL,NULL,NULL,3-Year,NULL,NULL,NULL,,7,N,N,"76 Wheeled Henchman, Garden Work Deck, Work Deck, Work Platform",NULL
11632,Product,Ladders/Garden-Ladders/55-Wheeled-Henchman,1,"55 Wheeled Henchman",Ladders,"Garden Ladders",Henchman,"<p>The 55 Wheeled Henchman enables you to work safely and quickly at height in the garden with both hands free, from a level and stable platform on soft, sloping, uneven ground. Ideal for large hedge and tree pruning.</p><ul><li>Platform height: 1.52m</li><li>Quick and easy to adjust height to level platform</li><li>Move your platform along the hedge line quickly & easily</li><li>Enables you to work with both hands free, safely</li><li>Adjust legs to get to desired height easily</li><li>Get up to 6m hedge cutting area along at each positioning</li><li>Folds easily for storage</li><li>3-year warranty</li><li>150kg work load capacity</li></ul>","<p>The 55 Wheeled Henchman enables you to work safely and quickly at height in the garden with both hands free, from a level and stable platform on soft, sloping, uneven ground. Ideal for large hedge and tree pruning.</p><ul><li>Platform height: 1.52m</li ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-wheeled-henchman-55-garden-ladder-in-situ.jpg&resizetoWidth=174,1274-112,825.00,748.95,76.05,0,"Out of Stock",11632,11632,"Heavy Duty",NULL,NULL,NULL,NULL,NULL,1.52,NULL,Double,NULL,NULL,NULL,NULL,NULL,150,0.61,NULL,NULL,NULL,3-Year,NULL,NULL,NULL,NULL,7,N,N,"55 Wheeled Henchman, Garden Work Deck, Work Deck, Work Platform",NULL
11634,Product,Podiums-and-Work-Platforms/Work-Platforms/4-Tread-Midi-Work-platform,1,"4 Tread Midi Work platform",Podiums,"Podiums and Work Platforms",Pinnacle,"<p>The 4 tread Midi Work Platforms provides the user with a high handrail incorporating a clip on chain &apos;gate&apos;, which completes the full surrounding guardrail system. Folds flat for easy transport and distribution, fabricated from industrial channel section aluminium. The top tread has aluminium checker plate to give plenty of grip.</p>
<ul>
<li>4 large serrated treads</li>
<li>Extra wide working platform</li>
<li>High handrails to both sides and back</li>
<li>Clip on/off for easy entry/exit</li>
<li>2 rear wheels for effortless manoeuvrability</li>
<li>Folds for storage and transportation</li>
<li>1-year warranty</li>
<li>150kg work load capacity</li>
</ul>","<p>The 4 tread Midi Work Platforms provides the user with a high handrail incorporating a clip on chain &apos;gate&apos;, which completes the full surrounding guardrail system. Folds flat for easy transport and distribution, fabricated from industrial cha ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/podiums-midi-work-platform-in-situ.jpg&resizetoWidth=174,1274-204,342.17,342.17,0.00,1,"In Stock",11634,11634,"Heavy Duty",NULL,2.08,2.08,4,17,0.94,NULL,Double,NULL,NULL,NULL,NULL,NULL,150,0.77,NULL,NULL,NULL,1-Year,NULL,"Serrated tread",NULL,,7,Y,N,"4 Tread Midi Work platform,Podiums & Work Platforms",NULL
11636,Product,Podiums-and-Work-Platforms/Work-Platforms/6-Tread-Midi-Work-platform,1,"6 Tread Midi Work platform",Podiums,"Podiums and Work Platforms",Pinnacle,"<p>The 6 tread Midi Work Platforms provides the user with a high handrail incorporating a clip on chain 'gate', which completes the full surrounding guardrail system. Folds flat for easy transport and distribution, fabricated from industrial channel section aluminium. >The top tread has aluminium checker plate to give plenty of grip.</p>
<ul>
<li>6 large serrated treads</li>
<li>Extra wide working platform</li>
<li>High handrails to both sides and back</li>
<li>Clip on/off for easy entry/exit</li>
<li>2 rear wheels for effortless manoeuvrability</li>
<li>Folds for storage and transportation</li>
<li>1-year warranty</li>
<li>150kg work load capacity</li>
</ul>","<p>The 6 tread Midi Work Platforms provides the user with a high handrail incorporating a clip on chain 'gate', which completes the full surrounding guardrail system. Folds flat for easy transport and distribution, fabricated from industrial channel secti ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/podiums-midi-work-platform-in-situ.jpg&resizetoWidth=174,1274-206,409.90,409.90,0.00,3,"In Stock",11636,11636,"Heavy Duty",NULL,2.59,2.59,6,20,1.41,NULL,Double,NULL,NULL,NULL,NULL,NULL,150,1.41,NULL,NULL,NULL,1-Year,NULL,"Serrated tread",NULL,,7,Y,N,"6 Tread Midi Work platform,Podiums & Work Platforms",NULL
11643,Product,Step-Ladders/Warehouse-Steps/6-Tread-Aluminium-Warehouse-Step,1,"6 Tread Aluminium Warehouse Step",Step,"Step Ladders",Pinnacle,"<p>The 6 tread Aluminium Warehouse Step is a traditional fixed warehouse step - constructed from Class 1 Standard channel-section aluminium. Large enclosed work platform with double handrails for secure climbing. Simple tip-n-push wheels allow quick &amp; easy manoeuvrability around site.</p><ul><li>6 deep serrated treads</li><li>Large chequer-plate platform for comfortable stock picking</li><li>Double handrail for additional safety</li><li>Tilt n push wheels</li><li>Knockdown format for easy transport</li><li>1-year warranty</li><li>150kg work load capacity</li></ul>","<p>The 6 tread Aluminium Warehouse Step is a traditional fixed warehouse step - constructed from Class 1 Standard channel-section aluminium. Large enclosed work platform with double handrails for secure climbing. Simple tip-n-push wheels allow quick &amp; ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/step-ladders-warehouse-folding-step-ladder.jpg&resizetoWidth=174,1275-006,241.24,241.24,0.00,3,"In Stock",11643,11643,"Medium Duty",NULL,2.04,2.04,6,13,1.46,1.55,Double,450x360,NULL,NULL,80,Aluminium,150,0.55,NULL,NULL,NULL,1-Year,NULL,"Serrated tread",NULL,,7,Y,N,"Warehouse Step, 6 Tread Aluminium Warehouse Step",NULL
11645,Product,Step-Ladders/Warehouse-Steps/8-Tread-Aluminium-Warehouse-Step,1,"8 Tread Aluminium Warehouse Step",Step,"Step Ladders",Pinnacle,"<p>The 8 tread Aluminium Warehouse Step is a traditional fixed warehouse step - constructed from Class 1 Standard channel-section aluminium. Large enclosed work platform with double handrails for secure climbing. Simple tip-n-push wheels allow quick &amp; easy manoeuvrability around site.</p><ul><li>8 deep serrated treads</li><li>Large chequer-plate platform for comfortable stock picking</li><li>Double handrail for additional safety</li><li>Tilt n push wheels</li><li>Knockdown format for easy transport</li><li>1-year warranty</li><li>150kg work load capacity</li></ul>","<p>The 8 tread Aluminium Warehouse Step is a traditional fixed warehouse step - constructed from Class 1 Standard channel-section aluminium. Large enclosed work platform with double handrails for secure climbing. Simple tip-n-push wheels allow quick &amp; ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/step-ladders-warehouse-folding-step-ladder.jpg&resizetoWidth=174,1275-008,269.20,269.20,0.00,0,"Out of Stock",11645,11645,"Medium Duty",NULL,2.53,2.53,8,16,1.95,1.68,Double,450x360,NULL,NULL,80,Aluminium,150,0.6,NULL,NULL,NULL,1-Year,NULL,"Serrated tread",NULL,,7,Y,N,"Warehouse Step, 8 Tread Aluminium Warehouse Step",NULL
11646,Product,Step-Ladders/Warehouse-Steps/10-Tread-Aluminium-Warehouse-Step,1,"10 Tread Aluminium Warehouse Step",Step,"Step Ladders",Pinnacle,"<p>The 10 tread Aluminium Warehouse Step is a traditional fixed warehouse step - constructed from Class 1 Standard channel-section aluminium. Large enclosed work platform with double handrails for secure climbing. Simple tip-n-push wheels allow quick &amp; easy manoeuvrability around site.</p><ul><li>10 deep serrated treads</li><li>Large chequer-plate platform for comfortable stock picking</li><li>Double handrail for additional safety</li><li>Tilt n push wheels</li><li>Knockdown format for easy transport</li><li>1-year warranty</li><li>150kg work load capacity</li></ul>","<p>The 10 tread Aluminium Warehouse Step is a traditional fixed warehouse step - constructed from Class 1 Standard channel-section aluminium. Large enclosed work platform with double handrails for secure climbing. Simple tip-n-push wheels allow quick &amp ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/step-ladders-warehouse-folding-step-ladder.jpg&resizetoWidth=174,1275-010,325.11,325.11,0.00,5,"In Stock",11646,11646,"Medium Duty",NULL,3.02,3.02,10,20,2.44,1.84,Double,450x360,NULL,NULL,80,Aluminium,150,0.66,NULL,NULL,NULL,1-Year,NULL,"Serrated tread",NULL,,7,Y,N,"Warehouse Step, 10 Tread Aluminium Warehouse Step",NULL
11647,Product,Step-Ladders/Warehouse-Steps/12-Tread-Aluminium-Warehouse-Step,1,"12 Tread Aluminium Warehouse Step",Step,"Step Ladders",Pinnacle,"<p>The 12 tread Aluminium Warehouse Step is a traditional fixed warehouse step - constructed from Class 1 Standard channel-section aluminium. Large enclosed work platform with double handrails for secure climbing. Simple tip-n-push wheels allow quick &amp; easy manoeuvrability around site.</p><ul><li>12 deep serrated treads</li><li>Large chequer-plate platform for comfortable stock picking</li><li>Double handrail for additional safety</li><li>Tilt n push wheels</li><li>Knockdown format for easy transport</li><li>1-year warranty</li><li>150kg work load capacity</li></ul>","<p>The 12 tread Aluminium Warehouse Step is a traditional fixed warehouse step - constructed from Class 1 Standard channel-section aluminium. Large enclosed work platform with double handrails for secure climbing. Simple tip-n-push wheels allow quick &amp ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/step-ladders-warehouse-folding-step-ladder.jpg&resizetoWidth=174,1275-012,358.65,358.65,0.00,3,"In Stock",11647,11647,"Medium Duty",NULL,3.51,3.51,12,23.5,2.93,2.13,Double,450x360,NULL,NULL,80,Aluminium,150,0.7,NULL,NULL,NULL,1-Year,NULL,"Serrated tread",NULL,,7,Y,N,"Warehouse Step, 12 Tread Aluminium Warehouse Step",NULL
11651,Product,Ladders/Multi-Purpose-Ladders/Horizon-Multi-Deck-Ladder,1,"Horizon Multi Deck Ladder",Ladders,"Multi-Purpose Ladders",Horizon,"<p>The Multi Deck Ladder is a very useful combination ladder / platform. Use this combi-ladder as a traditional extension ladder, an &#39;A&#39; frame ladder, step ladder, use on staircases or use as a tower work platform. Made of lightweight aluminium the Multi Deck will enable a wide range of tasks to be done around the home or on site. </p>
<ul>
<li>Platform height: 0.93m</li>
<li>Overall height: 2.02m</li>
<li>Strong die cast hinges</li>
<li>Variety of configurations for extra versatility</li>
<li>Horizontal spreader bar for greater stability</li>
<li>Upper guardrail provides added security</li>
<li>1-year warranty</li>
<li>150kg work load capacity</li>
<li>EN131</li>
</ul>","<p>The Multi Deck Ladder is a very useful combination ladder / platform. Use this combi-ladder as a traditional extension ladder, an &#39;A&#39; frame ladder, step ladder, use on staircases or use as a tower work platform. Made of lightweight aluminium th ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/multi-way-ladder.jpg&resizetoWidth=174,1300-002,138.36,138.36,0.00,91,"In Stock",11651,11651,"Light Duty",NULL,NULL,1.21,NULL,12.3,1.0,NULL,NULL,NULL,NULL,NULL,NULL,Aluminium,150,0.80,NULL,NULL,NULL,1-Year,NULL,NULL,NULL,,21,Y,N,"Multi Deck Ladder,Multi Purpose Ladder,Horizon Multi Deck,Horizon Multi Deck Ladder",NULL
11653,Product,Ladders/Combination-Ladders/2.0m-Combination-Ladder,1,"2.0m Combination Ladder",Ladders,Ladders,Horizon,"<p>The 2.0m Combination Ladder is a versatile ladder for a number of jobs - use it as a straight extension ladder, basic A-frame step, extended A-frame step or even as a stair well ladder. A strong ladder that is easy to use and light enough to carry comfortably between jobs.</p><ul><li>Use as a step, extension or free standing extension ladder</li><li>Large anti-slip feet</li><li>Versatile and easy to use</li><li>Comfortable D shaped rungs</li><li>1-year warranty</li><li>150kg work load capacity</li><li>EN131</li></ul>","<p>The 2.0m Combination Ladder is a versatile ladder for a number of jobs - use it as a straight extension ladder, basic A-frame step, extended A-frame step or even as a stair well ladder. A strong ladder that is easy to use and light enough to carry comf ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-diy-combination-ladder-in-situ-1.jpg&resizetoWidth=174,1300-003,128.56,115.71,12.85,1,"In Stock",11653,11653,"Light Duty",NULL,2.01,NULL,7+7+7,10.1,NULL,NULL,NULL,NULL,0.15,NULL,NULL,Aluminium,150,0.7,3.99,NULL,NULL,1-Year,NULL,"Square shaped rung",NULL,,3,Y,N,"2.0m combination ladder,combi ladder,4 way ladder,multi ladder, multi purpose ladder,",NULL
11654,Product,Ladders/Combination-Ladders/3.15m-Combination-Ladder,1,"3.15m Combination Ladder",Ladders,Ladders,Horizon,"<p>Trade quality combination ladder certified to EN131 with integral stabiliser and non-slip feet</>

<p>The 3.15m Combination Ladder is a versatile ladder for a number of jobs - use it as a straight extension ladder, basic A-frame step, extended A-frame step or even as a stair well ladder. A strong ladder that is easy to use and light enough to carry comfortably between jobs.</p><ul><li>Use as a step, extension or free standing extension ladder</li><li>Large anti-slip feet</li><li>Versatile and easy to use</li><li>Comfortable D shaped rungs</li><li>1-year warranty</li><li>150kg work load capacity</li><li>EN131</li></ul>","<p>Trade quality combination ladder certified to EN131 with integral stabiliser and non-slip feet</>

<p>The 3.15m Combination Ladder is a versatile ladder for a number of jobs - use it as a straight extension ladder, basic A-frame step, extended A-fram ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-diy-combination-ladder-in-situ-1.jpg&resizetoWidth=174,1300-007,199.75,179.78,19.97,13,"In Stock",11654,11654,"Light Duty","COMBINATION LADDER, combi ladder, combination",3.15,NULL,3x11,19.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aluminium,150,0.90,7.14,NULL,NULL,1-Year,NULL,"Square shaped rung",NULL,,21,Y,N,"3.15m combination ladder,combi ladder,4 way ladder,multi ladder, multi purpose ladder,",NULL
11655,Product,Ladders/Combination-Ladders/2.58m-Combination-Ladder,1,"2.58m Combination Ladder",Ladders,Ladders,Horizon,"<p>The 2.58m Combination Ladder is a versatile ladder for a number of jobs - use it as a straight extension ladder, basic A-frame step, extended A-frame step or even as a stair well ladder. A strong ladder that is easy to use and light enough to carry comfortably between jobs.</p><ul><li>Use as a step, extension or free standing extension ladder</li><li>Large anti-slip feet</li><li>Versatile and easy to use</li><li>Comfortable D shaped rungs</li><li>1-year warranty</li><li>150kg work load capacity</li><li>EN131</li></ul>","<p>The 2.58m Combination Ladder is a versatile ladder for a number of jobs - use it as a straight extension ladder, basic A-frame step, extended A-frame step or even as a stair well ladder. A strong ladder that is easy to use and light enough to carry com ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-diy-combination-ladder-in-situ-1.jpg&resizetoWidth=174,1300-005,158.42,142.58,15.84,1,"In Stock",11655,11655,"Light Duty",NULL,2.58,NULL,9+9+9,13.7,NULL,NULL,NULL,NULL,0.15,NULL,NULL,Aluminium,150,0.8,5.69,NULL,NULL,1-Year,NULL,"Square shaped rung",NULL,,3,Y,N,"2.58m combination ladder,combi ladder,4 way ladder,multi ladder, multi purpose ladder,",NULL
11656,Product,Ladders/Combination-Ladders/2.0m-Trade-Prima-Combination-Ladder,1,"2.0m Trade Prima Combination Ladder",Ladders,Ladders,Facal,"<p>The 2.0m PRIMA Combination Ladder is a highly innovative Italian design with some ground-breaking features - making this Aluminium Combination Ladder safer and an easier product to use.</p> <p>This commercial use combination ladder offers all the versatility of the traditional combi ladder with the additions of rhomboid shaped rungs for comfortable climbing and use, that won&#39;t dig into your feet.</p> <p>Wall wheels are standard and the unique spreader bar telescopes to a width of 83cm to give unrivalled stability on level and uneven surfaces such as kerbs.</p> <p>Adjustment and general operation is aided by nylon coated steel guides, offering smooth transitions between heights. Furthermore the aluminium locking stays offer even greater stability where many competitor products offer nylon cord.</p><ul><li>Use as a step, extension or free standing extension ladder</li><li>Unique telescopic splayed base stabiliser for uneven ground</li><li>Shaped rungs for added comfort</li><li>Strong nylon coated steel guides for easy adjustment</li><li>Integrated wall wheels as standard to assist placement</li><li>Aluminium locking stays for extra stability</li><li>Can be used on staircases</li><li>5-year warranty</li><li>150kg work load capacity</li><li>EN131</li></ul>","<p>The 2.0m PRIMA Combination Ladder is a highly innovative Italian design with some ground-breaking features - making this Aluminium Combination Ladder safer and an easier product to use.</p> <p>This commercial use combination ladder offers all the versa ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-trade-prima-combination-ladder-in-situ-hero.jpg&resizetoWidth=174,1300-051,237.95,237.95,0.00,15,"In Stock",11656,11656,"Heavy Duty",NULL,1.94,NULL,5+6+6,15,NULL,NULL,NULL,NULL,0.17,NULL,NULL,Aluminium,150,0.83,4.2,NULL,NULL,5-Year,NULL,"Rhomboidal Z-shaped rung",NULL,,21,Y,N,"2.0m Trade Prima Combination Ladder,combi ladder",NULL
